filepath,source,label,emotion,intensity,screaming,split
Screaming\NotScreaming\YFSopiUbIRM_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\n0fEWekE2P0_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\V64SCgmcKNE_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\-FYyJ2sAWk4_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\Screaming\jT4UDi6G2sM_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\NotScreaming\f9k_lFZCzVk_out.wav,SCREAMING_DATASET,neutral,,,False,validation
RAVDESS\03-01-03-01-02-02-19.wav,RAVDESS,neutral,happy,normal,,validation
Screaming\NotScreaming\ZzyWbehtt0M_out.wav,SCREAMING_DATASET,neutral,,,False,validation
RAVDESS\03-01-06-01-01-02-03.wav,RAVDESS,neutral,fearful,normal,,validation
Screaming\NotScreaming\k7MYn0Y9pyY_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\EPjfqS5NvCY_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\Screaming\3edzSTr2iXs_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
RAVDESS\03-01-06-01-01-02-24.wav,RAVDESS,neutral,fearful,normal,,validation
Screaming\Screaming\oaxLmrAGW_s_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\NotScreaming\XwvSH85pVXY_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\okpTQM-Ft7A_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\uGXTHf8pgUI_out.wav,SCREAMING_DATASET,neutral,,,False,validation
RAVDESS\03-01-07-01-02-02-06.wav,RAVDESS,neutral,disgust,normal,,validation
Screaming\NotScreaming\Z-4hWL2ceJQ_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\eSIxvnEQ6R0_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\Screaming\sqxz6PhK-qI_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\Screaming\QqutMeGA5es_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\NotScreaming\u8ptJ3t-IgU_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\QtTYZ4EHwpo_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\6lgH1cWR4Wo_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\hzznbzry5R8_out.wav,SCREAMING_DATASET,neutral,,,False,validation
RAVDESS\03-01-07-02-01-01-14.wav,RAVDESS,neutral,disgust,strong,,validation
Screaming\Screaming\DhVvHltZ1o8_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\NotScreaming\ANaaOqwO0Uo_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\0fIvxfWezRU_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\pPoesGaXwMs_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\fndoOosNlgA_out.wav,SCREAMING_DATASET,neutral,,,False,validation
RAVDESS\03-01-03-01-01-02-24.wav,RAVDESS,neutral,happy,normal,,validation
RAVDESS\03-01-01-01-01-02-10.wav,RAVDESS,neutral,neutral,normal,,validation
RAVDESS\03-01-08-02-02-02-01.wav,RAVDESS,neutral,surprised,strong,,validation
Screaming\NotScreaming\t5P_HJrrD64_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\SUGR3t9W73o_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\fEbFORMtEPc_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\BiPwCMlghhQ_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\XSj8rxGME6k_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\Y30BcbaayIc_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\cnHTstEM0XY_out.wav,SCREAMING_DATASET,neutral,,,False,validation
RAVDESS\03-01-03-01-02-01-06.wav,RAVDESS,neutral,happy,normal,,validation
RAVDESS\03-01-03-01-02-01-02.wav,RAVDESS,neutral,happy,normal,,validation
Screaming\NotScreaming\qrzNABqN420_out.wav,SCREAMING_DATASET,neutral,,,False,validation
RAVDESS\03-01-01-01-02-02-21.wav,RAVDESS,neutral,neutral,normal,,validation
Screaming\Screaming\rYI4AOVgjq8_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\Screaming\xNEe8HNowYY_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\NotScreaming\-6x2PtSRfJU_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\Screaming\dVD1tMgp8Y0_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\NotScreaming\08JpxCv_Bek_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\YT7qvQiwwUY_out.wav,SCREAMING_DATASET,neutral,,,False,validation
RAVDESS\03-01-04-01-01-01-22.wav,RAVDESS,neutral,sad,normal,,validation
Screaming\NotScreaming\6OVb3rjcB3Q_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\tOnbheVe0nI_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\Screaming\Rvtcyj2yclE_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
RAVDESS\03-01-01-01-02-01-14.wav,RAVDESS,neutral,neutral,normal,,validation
Screaming\Screaming\8e3DkVW9FFU_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\NotScreaming\AmJ3gQTMWAY_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\jrQ5heBPzgg_out.wav,SCREAMING_DATASET,neutral,,,False,validation
RAVDESS\03-01-07-01-02-02-03.wav,RAVDESS,neutral,disgust,normal,,validation
Screaming\NotScreaming\c9C74iJaS8o_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Emotions\64991c9e7f82d97639452402-sad.wav,EMOTIONS_DATASET,neutral,sad,,,validation
Screaming\NotScreaming\_Zsk5Fxqbkc_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\7JE2eBK1f9M_out.wav,SCREAMING_DATASET,neutral,,,False,validation
RAVDESS\03-01-05-01-01-02-16.wav,RAVDESS,aggressive,angry,normal,,validation
Screaming\Screaming\0Ees8KFCUXM_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\NotScreaming\ZUg7rRpFGvA_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\Screaming\oThV7hjNJaQ_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\NotScreaming\GD5hb0f8-3I_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\5ltzekqKM7k_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\ThF0NS3ejok_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\Screaming\cMIgtKIXzuc_out.wav,SCREAMING_DATASET,aggressive,,,True,validation
Screaming\NotScreaming\jmN-c5mDxfw_out.wav,SCREAMING_DATASET,neutral,,,False,validation
Screaming\NotScreaming\2zrPFxxT1VM_out.wav,SCREAMING_DATASET,neutral,,,False,validation
RAVDESS\03-01-07-02-02-01-07.wav,RAVDESS,neutral,disgust,strong,,validation
Screaming\NotScreaming\nu_Bl8Pz6PE_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\e-UlsyN0gIk_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\RcZHjDxpAWA_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\dIeSPmawTDE_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-07-01-02-01-24.wav,RAVDESS,neutral,disgust,normal,,test
Screaming\NotScreaming\HMOBZHWOGCg_out.wav,SCREAMING_DATASET,neutral,,,False,test
Emotions\64992143ffab6240f9f3787a-sad.wav,EMOTIONS_DATASET,neutral,sad,,,test
Screaming\NotScreaming\KDuusOmEMHg_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\lIk_-vI43S8_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\HcKs8qp4wW4_out.wav,SCREAMING_DATASET,aggressive,,,True,test
RAVDESS\03-01-07-01-02-02-02.wav,RAVDESS,neutral,disgust,normal,,test
Screaming\NotScreaming\8oUI02eK3SM_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\ohMaT4TqX7c_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\BOoXaJfTsrQ_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-03-01-01-01-23.wav,RAVDESS,neutral,happy,normal,,test
Screaming\Screaming\DF5LtYwhU9M_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\Screaming\C_zET2SwW5c_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\rt3Y5n2OUvA_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\E1OLhcgcvnQ_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\6iyinlZEgS4_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\QSFVqtx-Co8_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-04-02-01-01-22.wav,RAVDESS,neutral,sad,strong,,test
Screaming\NotScreaming\TArWNq2retM_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\ziMPK1UTMWI_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-02-02-01-01-11.wav,RAVDESS,neutral,calm,strong,,test
Screaming\NotScreaming\DiVHBtHrr7I_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-07-01-01-02-20.wav,RAVDESS,neutral,disgust,normal,,test
Screaming\Screaming\mzxtnX4Rh7o_out.wav,SCREAMING_DATASET,aggressive,,,True,test
RAVDESS\03-01-03-02-02-02-20.wav,RAVDESS,neutral,happy,strong,,test
Screaming\NotScreaming\TLG9DheSh-c_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-06-02-01-01-14.wav,RAVDESS,aggressive,fearful,strong,,test
Emotions\64991b72e0daf97163c09c66-joyfully.wav,EMOTIONS_DATASET,neutral,joyfully,,,test
RAVDESS\03-01-01-01-02-01-17.wav,RAVDESS,neutral,neutral,normal,,test
Screaming\NotScreaming\DZcd3Esg2z8_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-05-01-02-01-24.wav,RAVDESS,aggressive,angry,normal,,test
RAVDESS\03-01-03-01-02-01-04.wav,RAVDESS,neutral,happy,normal,,test
Screaming\NotScreaming\ibrI5oETbRg_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\7J6U-HE3Lko_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-06-02-01-02-20.wav,RAVDESS,aggressive,fearful,strong,,test
Screaming\NotScreaming\_0bN5mYLXb0_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\T-2QqkJi2Ec_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\rNaVVn0PzeQ_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-03-01-02-01-14.wav,RAVDESS,neutral,happy,normal,,test
RAVDESS\03-01-06-02-01-02-21.wav,RAVDESS,aggressive,fearful,strong,,test
Screaming\NotScreaming\v4sANJkuwP4_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-03-02-01-02-13.wav,RAVDESS,neutral,happy,strong,,test
Screaming\Screaming\lbLFYOSNbGQ_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\fXfNfvnDyQI_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\tRGV2rMjuKc_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\N-26aD8z19c_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-08-02-01-02-12.wav,RAVDESS,neutral,surprised,strong,,test
Screaming\NotScreaming\AEVz0KyQDt8_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-08-02-02-02-18.wav,RAVDESS,neutral,surprised,strong,,test
Screaming\NotScreaming\3sApQ80QRiE_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-02-02-02-01-04.wav,RAVDESS,neutral,calm,strong,,test
Screaming\NotScreaming\ISSbIeziZJo_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-06-02-02-02-08.wav,RAVDESS,aggressive,fearful,strong,,test
Screaming\NotScreaming\O25IKwo2HkE_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\6ipDwi_KdlE_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\7SR-lnHmDi8_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\Zvwpz91fKnU_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\eKQLEUPywM8_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\bjP0DOt4-VI_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\s2m6oNtNwdo_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\7FI6nCbX89k_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\L9cNzJUOYuk_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\RSZZB_en5Pk_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-02-02-01-01-19.wav,RAVDESS,neutral,calm,strong,,test
Screaming\Screaming\PsgXRv8hZl0_out.wav,SCREAMING_DATASET,aggressive,,,True,test
RAVDESS\03-01-04-01-01-02-12.wav,RAVDESS,neutral,sad,normal,,test
Screaming\NotScreaming\D0M-XV6EkSs_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\2-Ms_OcZRv0_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\tWwvTUm9RXs_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\WeIhCQe9imc_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\Screaming\0uRLjhAsFGk_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\Screaming\oMRrRTeeWes_out.wav,SCREAMING_DATASET,aggressive,,,True,test
RAVDESS\03-01-04-01-01-01-17.wav,RAVDESS,neutral,sad,normal,,test
Screaming\NotScreaming\1kodCcFED6E_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\bVLFkizgE44_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\CC4G1xMDcz4_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\EPvITrab4fU_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\ID-AT98D3Tc_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\P5AgEqouchI_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-03-02-01-02-11.wav,RAVDESS,neutral,happy,strong,,test
Screaming\Screaming\a6m6zP8H7V8_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\Screaming\9-5c4-1T_v0_out.wav,SCREAMING_DATASET,aggressive,,,True,test
RAVDESS\03-01-06-02-02-02-01.wav,RAVDESS,aggressive,fearful,strong,,test
Screaming\NotScreaming\V7JfdI4EX7w_out.wav,SCREAMING_DATASET,neutral,,,False,test
Emotions\64991c3e63d8b20f56d0eeba-joyfully.wav,EMOTIONS_DATASET,neutral,joyfully,,,test
RAVDESS\03-01-05-01-01-02-18.wav,RAVDESS,aggressive,angry,normal,,test
RAVDESS\03-01-02-01-01-01-24.wav,RAVDESS,neutral,calm,normal,,test
RAVDESS\03-01-06-01-01-01-11.wav,RAVDESS,neutral,fearful,normal,,test
Screaming\Screaming\iMHgNZ6KoIE_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\Q-DcA41jeWk_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\ctJI7pCbxAo_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\ZLHKYeoCtyA_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\8LYY2pQPd80_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\Screaming\QNQVmbGQDEw_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\4ztYgv_AzmY_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\TiZXWRhsMX8_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\hBK50qrWc_E_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\pBbg1Q5AxQM_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\erqUSZDo0Pk_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\AY-l3ejXVZE_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\2a6tud6C4JQ_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\uzuycUGYxGc_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-08-02-02-02-19.wav,RAVDESS,neutral,surprised,strong,,test
Screaming\NotScreaming\VnpYwbDR110_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\_AJqf3uJTkw_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-06-01-02-02-09.wav,RAVDESS,neutral,fearful,normal,,test
Screaming\NotScreaming\P2xCq4aIum0_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\CVcySsjK8Es_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-02-01-01-02-21.wav,RAVDESS,neutral,calm,normal,,test
Screaming\NotScreaming\5tRNPTLRZqI_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-05-02-01-01-12.wav,RAVDESS,aggressive,angry,strong,,test
Screaming\NotScreaming\wWQFh_PvGps_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-05-02-02-01-20.wav,RAVDESS,aggressive,angry,strong,,test
Screaming\NotScreaming\JXnqIBxioD0_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\lomPk1cKptE_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-05-01-02-02-06.wav,RAVDESS,aggressive,angry,normal,,test
RAVDESS\03-01-07-02-01-01-10.wav,RAVDESS,neutral,disgust,strong,,test
Screaming\NotScreaming\gZqEKl3OnwM_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-06-02-01-02-22.wav,RAVDESS,aggressive,fearful,strong,,test
RAVDESS\03-01-01-01-02-01-15.wav,RAVDESS,neutral,neutral,normal,,test
RAVDESS\03-01-03-01-01-01-08.wav,RAVDESS,neutral,happy,normal,,test
Screaming\Screaming\1M7bb668bm4_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\CphodUaGuuQ_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-07-01-01-01-10.wav,RAVDESS,neutral,disgust,normal,,test
Screaming\NotScreaming\zxBo7nnAMVE_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-03-02-02-02-04.wav,RAVDESS,neutral,happy,strong,,test
RAVDESS\03-01-02-01-01-02-04.wav,RAVDESS,neutral,calm,normal,,test
RAVDESS\03-01-04-01-02-02-15.wav,RAVDESS,neutral,sad,normal,,test
Screaming\Screaming\IAXQeg7IkHI_out.wav,SCREAMING_DATASET,aggressive,,,True,test
RAVDESS\03-01-02-01-02-01-18.wav,RAVDESS,neutral,calm,normal,,test
RAVDESS\03-01-08-01-02-01-09.wav,RAVDESS,neutral,surprised,normal,,test
Screaming\NotScreaming\iJ-Yf2qIHPQ_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\8Q4BOBvz4hI_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\w5uEe5HvMQY_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-06-01-02-01-15.wav,RAVDESS,neutral,fearful,normal,,test
Screaming\NotScreaming\OpciAGJrS7g_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\XFt8Mi6FGRA_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\SOhN5XBtpHA_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\qScYFWGGrU0_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\vwU8JObQMXc_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\koDSoxkJyJg_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\HkJNaTQgjKM_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-05-02-02-01-11.wav,RAVDESS,aggressive,angry,strong,,test
Screaming\NotScreaming\Q975D6bpK_c_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-05-01-01-01-17.wav,RAVDESS,aggressive,angry,normal,,test
Screaming\NotScreaming\20eBcFsFL0w_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\yj8q-HS3eKU_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\j4A1ObGurUk_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-03-02-01-01-17.wav,RAVDESS,neutral,happy,strong,,test
Screaming\Screaming\HIv0eu9Q6lE_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\1mOxqUT_AKc_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-08-02-01-02-24.wav,RAVDESS,neutral,surprised,strong,,test
RAVDESS\03-01-02-02-01-02-22.wav,RAVDESS,neutral,calm,strong,,test
RAVDESS\03-01-04-02-02-02-10.wav,RAVDESS,neutral,sad,strong,,test
Screaming\NotScreaming\qM8F6ECriRc_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-05-01-02-01-23.wav,RAVDESS,aggressive,angry,normal,,test
RAVDESS\03-01-02-01-02-02-10.wav,RAVDESS,neutral,calm,normal,,test
RAVDESS\03-01-03-02-02-01-19.wav,RAVDESS,neutral,happy,strong,,test
Screaming\NotScreaming\s7QetgNncv4_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\GZafbyzcbc0_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\j2AkqjYsK8I_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\28VoHgz8Pbg_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\8LP_wbFLaJE_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\D05sefx0n2U_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\FMuojRqMdJ4_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\3dh5bfCN4Hs_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\rIilKK3MAzs_out.wav,SCREAMING_DATASET,aggressive,,,True,test
RAVDESS\03-01-05-02-01-01-04.wav,RAVDESS,aggressive,angry,strong,,test
Screaming\NotScreaming\Iz2DIRooIqo_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\H__wRhX66pc_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\BAVk6o3ZhMw_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\SCzzbhIGPw0_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\vTn6Vc_KRaY_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\2P-faHJs-1g_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\Screaming\u-GtA9LKJU0_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\SpEmEr3lJjQ_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\UTHOXn8KPgw_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\1ZKP87P82CY_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\zYRI-R2gxUI_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-04-01-02-01-11.wav,RAVDESS,neutral,sad,normal,,test
Screaming\NotScreaming\1y1lEOGBcWM_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-06-02-01-01-12.wav,RAVDESS,aggressive,fearful,strong,,test
Screaming\NotScreaming\J0HWQBkDook_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\Screaming\NvOKOm1qumA_out.wav,SCREAMING_DATASET,aggressive,,,True,test
Screaming\NotScreaming\We75Jb96g_s_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-02-01-01-01-08.wav,RAVDESS,neutral,calm,normal,,test
RAVDESS\03-01-03-01-02-02-17.wav,RAVDESS,neutral,happy,normal,,test
Screaming\NotScreaming\zUCZ4R0NNes_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-02-01-02-02-23.wav,RAVDESS,neutral,calm,normal,,test
RAVDESS\03-01-07-01-02-02-20.wav,RAVDESS,neutral,disgust,normal,,test
Screaming\NotScreaming\lkMoYvWdTaw_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\XuS3-gORs-o_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-08-02-02-02-11.wav,RAVDESS,neutral,surprised,strong,,test
Screaming\NotScreaming\BSLriWJ7hn8_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-01-01-01-01-05.wav,RAVDESS,neutral,neutral,normal,,test
Screaming\NotScreaming\liEXSOiURY8_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-03-02-01-02-05.wav,RAVDESS,neutral,happy,strong,,test
Screaming\NotScreaming\InQs7K9MqaI_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-06-02-02-02-06.wav,RAVDESS,aggressive,fearful,strong,,test
Screaming\NotScreaming\VWlY1s_2-K4_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\Cpvskfe75FM_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\Bz-TAUdigNg_out.wav,SCREAMING_DATASET,neutral,,,False,test
Screaming\NotScreaming\5BfPG5qzEpA_out.wav,SCREAMING_DATASET,neutral,,,False,test
RAVDESS\03-01-08-01-02-02-04.wav,RAVDESS,neutral,surprised,normal,,test
